"@timestamp",Class,"Class.keyword",Device,Level,Line,Message,Method,Pod,Service,Subscriber,Thread,"_id","_index","_score","_type"
"Jan 15, 2023 @ 22:16:29.760","com.genband.app.callbroker.amqp.handlers.OutgoingAmqpHandler","com.genband.app.callbroker.amqp.handlers.OutgoingAmqpHandler",cxfwzgzode,DEBUG,109," Sending a Service Action: webrtcsignaling Response To : restamqpgw   ",sendResponse,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","pIXctoUB-R0zLxEjnt0r","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.759","com.genband.interceptorutil.correlation.aspect.handler.ResponseMessageHandler","com.genband.interceptorutil.correlation.aspect.handler.ResponseMessageHandler",cxfwzgzode,ERROR,47," The request was valid but the server had a problem fulfilling it. Status code is 503. Sending a webrtcsignaling failure response with correlationId: 09b66cd36353cabd34a6599f3282705f back to restamqpgw from callbroker  ",getModifiedServiceData,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","poXctoUB-R0zLxEjnt0r","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.759","com.genband.app.callbroker.fsm.subs.actions.SubscriptionAction","com.genband.app.callbroker.fsm.subs.actions.SubscriptionAction",cxfwzgzode,DEBUG,185," Sending subscription response to rest amqp gateway...  ",handleResponse,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","oYXctoUB-R0zLxEjnt0p","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.759","com.genband.app.callbroker.utils.MessageConstructionFactory","com.genband.app.callbroker.utils.MessageConstructionFactory",cxfwzgzode,DEBUG,285," Starting  To Process GenerateOmaSpecFailureMessageToClient...  ",generateOmaSpecFailureMessageToClient,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","kIXctoUB-R0zLxEjnt0l","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.758","com.genband.app.callbroker.cache.WrtcsNotificationSubscriptionCache","com.genband.app.callbroker.cache.WrtcsNotificationSubscriptionCache",cxfwzgzode,DEBUG,236," getClientCorrList, subscriber:IhrblzMlQ7gbooyH clientCorrelatorList:null  ",getClientCorrList,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","mYXctoUB-R0zLxEjnt0o","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.757","com.genband.app.callbroker.cache.WrtcsNotificationSubscriptionCache","com.genband.app.callbroker.cache.WrtcsNotificationSubscriptionCache",cxfwzgzode,DEBUG,186," Checking subscription for subscriber:IhrblzMlQ7gbooyH with clientCorrelator:cxfwzgzode and channelType:ws  ",isChannelExist,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","n4XctoUB-R0zLxEjnt0p","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.757","com.genband.app.callbroker.cache.CacheService","com.genband.app.callbroker.cache.CacheService",cxfwzgzode,DEBUG,33," Getting value for localCache - Key: IhrblzMlQ7gbooyH and DataType: class com.genband.app.callbroker.cache.WrtcsNotificationSubscriptionClientCorrelatorList  ",getValueFromMap,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","loXctoUB-R0zLxEjnt0n","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.757","com.genband.app.callbroker.cache.CacheService","com.genband.app.callbroker.cache.CacheService",cxfwzgzode,DEBUG,47," Getting value for hazelcast - Key: IhrblzMlQ7gbooyH and DataType: class com.genband.app.callbroker.cache.WrtcsNotificationSubscriptionClientCorrelatorList  ",getValueFromMap,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","m4XctoUB-R0zLxEjnt0o","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.755","com.genband.app.callbroker.fsm.shared.StateMachineManager","com.genband.app.callbroker.fsm.shared.StateMachineManager",cxfwzgzode,DEBUG,68," Starting To Process RetrieveStateMachine ...  ",retrieveStateMachine,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","kYXctoUB-R0zLxEjnt0m","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.755","com.genband.app.callbroker.fsm.subs.actions.SubscriptionAction","com.genband.app.callbroker.fsm.subs.actions.SubscriptionAction",cxfwzgzode,DEBUG,115," Starting to process subscription response...  ",handleResponse,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","k4XctoUB-R0zLxEjnt0m","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.754","com.genband.app.callbroker.fsm.shared.MachineCache","com.genband.app.callbroker.fsm.shared.MachineCache",cxfwzgzode,DEBUG,30," Retrieving State Machine for Identifier: SWhyYmx6TWxRN2dib295SDpjeGZ3emd6b2Rl  ",getStateMachine,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","o4XctoUB-R0zLxEjnt0r","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.753","com.genband.util.broker.util.MessageFactory","com.genband.util.broker.util.MessageFactory","${ctx:device}",DEBUG,285," Starting to set proxy http headers  ",deserializeMessage,"callbroker-5998f859cf-kv5hl",callbroker,"${ctx:subscriber}","pool-4-thread-7","mIXctoUB-R0zLxEjnt0o","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.753","com.genband.util.broker.util.MessageFactory","com.genband.util.broker.util.MessageFactory","${ctx:device}",INTERNALTRACE,281," Message is: {""version"":""1"",""messageRealm"":""internal"",""serviceAction"":""subscribe"",""messageParams"":{""subscriber"":""IhrblzMlQ7gbooyH"",""calledMessageQueue"":""spidrcalladapter-spidrcalladapter-b8565cdff-ckh4c"",""type"":""response"",""messageID"":""d3530bc8-b403-4411-a90e-9ddbc02fbddc"",""correlationID"":""09b66cd36353cabd34a6599f3282705f"",""transactionID"":""SWhyYmx6TWxRN2dib295SDpjeGZ3emd6b2Rl:18b6c099-5612-4faf-8609-93513a129b4f"",""originatingMS"":""spidrcalladapter"",""terminatingMS"":""callbroker"",""authorization"":null,""proxyHttpHeaders"":null},""serviceData"":{""version"":""1"",""statusCode"":503,""statusText"":""SERVICE_UNAVAILABLE"",""requestError"":{""serviceException"":{""messageId"":""SVC2000-09b66cd36353cabd34a6599f3282705f"",""text"":""The following service error occurred: %1. Error code is %2."",""variables"":[""Configuration error occurred. Please contact your system administrator."",""503""]}}}}   ",deserializeMessage,"callbroker-5998f859cf-kv5hl",callbroker,"${ctx:subscriber}","pool-4-thread-7","lYXctoUB-R0zLxEjnt0n","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:29.753","com.genband.util.broker.rabbitmq.infrastructure.SynchronizedMessageMonitor","com.genband.util.broker.rabbitmq.infrastructure.SynchronizedMessageMonitor","${ctx:device}",DEBUG,36," TranId not found: SWhyYmx6TWxRN2dib295SDpjeGZ3emd6b2Rl:18b6c099-5612-4faf-8609-93513a129b4f  ",clearWaitingMessage,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"pool-4-thread-7","moXctoUB-R0zLxEjnt0o","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:19.644","com.genband.app.callbroker.fsm.subs.actions.SubsInitAction","com.genband.app.callbroker.fsm.subs.actions.SubsInitAction",cxfwzgzode,DEBUG,34," Saved State Machine With UUID: 16af6515-7232-4247-854f-2d947cfb7e80 And SmId: SWhyYmx6TWxRN2dib295SDpjeGZ3emd6b2Rl   ",execute,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","KoXctoUB-R0zLxEjdtWl","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:19.643","com.genband.app.callbroker.fsm.shared.StateMachineManager","com.genband.app.callbroker.fsm.shared.StateMachineManager",cxfwzgzode,DEBUG,54," Saved State machine with  and SmId: SWhyYmx6TWxRN2dib295SDpjeGZ3emd6b2Rl   ",saveStateMachine,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","JoXctoUB-R0zLxEjdtWk","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:19.642","com.genband.app.callbroker.fsm.shared.MachineCache","com.genband.app.callbroker.fsm.shared.MachineCache",cxfwzgzode,DEBUG,40," Saving State Machine for Identifier: SWhyYmx6TWxRN2dib295SDpjeGZ3emd6b2Rl  ",saveStateMachine,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","H4XctoUB-R0zLxEjdtWh","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:19.641","com.genband.app.callbroker.fsm.subs.actions.SubsInitAction","com.genband.app.callbroker.fsm.subs.actions.SubsInitAction",cxfwzgzode,DEBUG,30," Returning To Initial State...  ",execute,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","HIXctoUB-R0zLxEjdtWh","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:19.641","com.genband.util.broker.rabbitmq.RabbitmqChannelsPool","com.genband.util.broker.rabbitmq.RabbitmqChannelsPool",cxfwzgzode,DEBUG,70," The channel is returned to pool, Channel pool size[IDLE]: 16, Active: 19, Waiters: 0  ",returnObject,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","IYXctoUB-R0zLxEjdtWh","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:19.641","com.genband.util.broker.rabbitmq.infrastructure.delievery.AsyncRabbitMessageProcessor","com.genband.util.broker.rabbitmq.infrastructure.delievery.AsyncRabbitMessageProcessor",cxfwzgzode,INTERNALTRACE,67," Message to deliver: {""version"":""1"",""messageRealm"":""internal"",""serviceAction"":""subscribe"",""messageParams"":{""subscriber"":""IhrblzMlQ7gbooyH"",""calledMessageQueue"":""callbroker-callbroker-5998f859cf-kv5hl"",""type"":""request"",""messageID"":""e56bd105-ed05-49e9-8724-7a3dad42f245"",""correlationID"":""09b66cd36353cabd34a6599f3282705f"",""transactionID"":""SWhyYmx6TWxRN2dib295SDpjeGZ3emd6b2Rl:18b6c099-5612-4faf-8609-93513a129b4f"",""originatingMS"":""callbroker"",""terminatingMS"":""spidrcalladapter"",""authorization"":""Bearer eyJraWQiOiJhdHQiLCJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJJaHJibHpNbFE3Z2Jvb3lIIiwicmVzb3VyY2VfYWNjZXNzIjp7ImFjY291bnQiOnsicm9sZXMiOltdfX0sImFsbG93ZWQtb3JpZ2lucyI6W10sInNtcy1kaWQtbGlzdCI6IisxMjA4MjI1NjE2OSwrMTcxOTI0NzU0OTMiLCJpc3MiOiJodHRwczpcL1wva3ZzMS1jcGFhcy1vYXV0aC5rYW5keS5pbyIsInNlcnZpY2VzLWlkZW50aXR5IjoiY3RhYjEwMUBjdGFia3ZzLnM4a2UuYXR0LmNvbSIsInR5cCI6IkJlYXJlciIsInByZWZlcnJlZF91c2VybmFtZSI6IklocmJsek1sUTdnYm9veUgiLCJnaXZlbl9uYW1lIjoiY3RhYjEwMSIsImF1ZCI6IlBVQi1jdGFia3ZzLnM4a2UiLCJhY3IiOiIxIiwibmJmIjowLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsibG9jYWxpemF0aW9uIiwibm90aWZpY2F0aW9uY2hhbm5lbCIsImF1dGgiLCJ3ZWJydGNzaWduYWxpbmciLCJjbGlja3RvY2FsbCIsImRpcmVjdG9yeSIsImFkZHJlc3Nib29rIiwibm1zIiwiY2hhdCIsIndlYnNvY2tldCIsIjUxMzhhZWJmLThiNDEtNGEzNy04NmFmLWQ2MjY2OTlkMmNjNyIsInByZXNlbmNlIiwic21zbWVzc2FnaW5nIl19LCJjYWxsLWRpZC1saXN0IjoiKzEyMDgyMjU2MTY5LCsxNzE5MjQ3NTQ5MyIsImF6cCI6IlBVQi1jdGFia3ZzLnM4a2UiLCJhdXRoX3RpbWUiOjAsInNjb3BlIjoib3BlbmlkIiwicmVhbG0iOiJhdHQiLCJzZXNzaW9uX3N0YXRlIjoiMWQ0M2ViOWUtYTlkNi00NWEwLWE0M2QtMWYwZjI0ODE1ZTE1IiwiZXhwIjoxNjczODM4OTc3LCJmYW1pbHlfbmFtZSI6ImN0YWIxMDEiLCJpYXQiOjE2NzM4MTAxNzgsImVtYWlsIjoiY3RhYjEwMUBkZWJzbWFpbC5jb20iLCJqdGkiOiI0MzdmNjExMi01MjAwLTQwZDAtYjg5Ny05NWU2ZGI4YzI5NmEifQ.T5BNRUxP3JW7dYPFYhcQENlOCTz4HADLP0qQ8j2zYkaBe69LEtd5rIkTmsvGO-S00iLeoOzypcW2TxBIdzCDOxbjbA4N5LKGg6_hzmdCEYsWPOdvpTdOrvfxfGxuB6rXjZDsjXAV7RWKzRjudox6D3XUNJscXZauVGZ4rq9gD2t-Eci4Vwq6EK2-ATEmJWzkbD2AhNRBKCCpk1jg6kXCYHuq_c1KwjscXUEwwMsIyySQY2tRB6DQhjQ9QMBJiuzXkv_i-akRDYn6UBczaHk_qB7ir5e_8Fd9sFx_ZopofUxhzo8sXZTy32bMS0iHenbtZxfMSu2ZobVYCiPuWeHM6g"",""proxyHttpHeaders"":{""x-cpaas-agent"":[""CTAB""]}},""serviceData"":{""version"":""1"",""subscription"":{""clientCorrelator"":""cxfwzgzode"",""callbackReference"":{""notifyURL"":""ws-26043616-b548-42e0-8c16-d93cf225e477""}}}}  ",sendLocalMessage,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","I4XctoUB-R0zLxEjdtWh","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:19.640","com.genband.util.broker.rabbitmq.infrastructure.delievery.RabbitmqDeliveryChannelManager","com.genband.util.broker.rabbitmq.infrastructure.delievery.RabbitmqDeliveryChannelManager",cxfwzgzode,DEBUG,42," Listners registration.  ",acquireLocalChannel,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","GYXctoUB-R0zLxEjdtWh","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:19.640","com.genband.util.broker.rabbitmq.RabbitmqChannelsPool","com.genband.util.broker.rabbitmq.RabbitmqChannelsPool",cxfwzgzode,DEBUG,45," The channel is borrowed from the pool, Channel pool size[IDLE]: 15, Active: 20, Waiters: 0  ",borrowObject,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","GIXctoUB-R0zLxEjdtWh","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:19.639","com.genband.util.broker.util.MessageFactory","com.genband.util.broker.util.MessageFactory",cxfwzgzode,DEBUG,357," Get correlationId from threadcontext  ",getCorrelationIDFromThreadContext,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","LYXctoUB-R0zLxEjdtWm","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:19.639","com.genband.util.broker.rabbitmq.RabbitmqChannelsPool","com.genband.util.broker.rabbitmq.RabbitmqChannelsPool",cxfwzgzode,DEBUG,44," Active Channel size: 20  ",borrowObject,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","MIXctoUB-R0zLxEjdtWs","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:16:19.639","com.genband.app.callbroker.amqp.handlers.OutgoingAmqpHandler","com.genband.app.callbroker.amqp.handlers.OutgoingAmqpHandler",cxfwzgzode,DEBUG,33," Sending a ServiceAction: subscribe Request To: spidrcalladapter   ",sendRequest,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","KYXctoUB-R0zLxEjdtWl","logging-000338","-","_doc"
